solver,num_measurements,config_id,config_label,misfit,pde_err,reg,boundary,mean_rmse,std_rmse,mean_directional_rmse,std_directional_rmse,mean_angular_rmse_deg,std_angular_rmse_deg,count
linear_least_squares,10,74,"m=1e+02, pde=1e+01, reg=1e-06, bc=1e+02",100.0,10.0,1e-06,100.0,0.19048194951338038,0.008666214394507422,1.3356716100825512,0.05904332546750869,105.50288487860611,5.977511674020327,3
linear_least_squares,10,75,"m=1e+02, pde=1e+01, reg=1e-06, bc=1e+03",100.0,10.0,1e-06,1000.0,0.18982962412132132,0.009085010675757723,1.3372982410851746,0.052923861058951444,105.65506114432657,5.490420320137892,3
linear_least_squares,10,76,"m=1e+02, pde=1e+01, reg=1e-04, bc=1e+01",100.0,10.0,0.0001,10.0,0.18322103550623878,0.013305156681022178,1.1462304790851559,0.1580548985454492,88.63307262763897,13.41333818277064,3
linear_least_squares,10,77,"m=1e+02, pde=1e+01, reg=1e-04, bc=1e+02",100.0,10.0,0.0001,100.0,0.18323717126504688,0.013301710179940853,1.1467175641687293,0.1580145615477211,88.71063337669834,13.407506764174864,3
linear_least_squares,10,78,"m=1e+02, pde=1e+01, reg=1e-04, bc=1e+03",100.0,10.0,0.0001,1000.0,0.18322796379470643,0.01330030683409776,1.1457242011686588,0.15876844111552707,88.64036483007425,13.440046529088269,3
linear_least_squares,10,79,"m=1e+02, pde=1e+01, reg=1e-02, bc=1e+01",100.0,10.0,0.01,10.0,0.1780070566748514,0.009457800914932825,0.7622829718480105,0.03283786128049394,51.98383864039332,3.0086717835291727,3
linear_least_squares,10,80,"m=1e+02, pde=1e+01, reg=1e-02, bc=1e+02",100.0,10.0,0.01,100.0,0.1785891673747395,0.00922732413582637,0.7688607289520881,0.03246098746390986,52.57889480177403,3.062767068266939,3
linear_least_squares,10,81,"m=1e+02, pde=1e+01, reg=1e-02, bc=1e+03",100.0,10.0,0.01,1000.0,0.17865078781305746,0.009204340593205518,0.7696131381515302,0.03260828199418176,52.65045224475319,3.0901960150606516,3
linear_least_squares,25,1,"m=1e+00, pde=1e-01, reg=1e-06, bc=1e+01",1.0,0.1,1e-06,10.0,0.1714841570087798,0.017585544706035586,1.0192858871421806,0.1595614918193071,75.34317970067258,12.257206827617155,3
linear_least_squares,25,2,"m=1e+00, pde=1e-01, reg=1e-06, bc=1e+02",1.0,0.1,1e-06,100.0,0.17123869121802437,0.017474371183514394,1.0132373640191459,0.15926164160921027,74.87504077146411,12.068239563731195,3
